Source,Target,Type,Label,Weight,Person_Index_Year,Assoc_Index_Year
江緯,汪藻,Directed,學生為Y,1,1070,1079
江緯,李處權,Directed,學生為Y,1,1070,1086
江緯,程俱,Directed,弟子為Y,1,1070,1078
江緯,趙子晝,Directed,弟子為Y,1,1070,1089
江緯,汪藻,Directed,弟子為Y,1,1070,1079
江緯,李處權,Directed,弟子為Y,1,1070,1086
姜夔,張輯,Directed,學生為Y,1,1155,
姜潛,劉摯,Directed,學生為Y,1,,1027
蔣雱,李章,Directed,學生為Y,1,,1057
蔣堂,施堪,Directed,門人為Y,1,980,
蔣之奇,王薦,Directed,學生為Y,1,1031,1046
焦瑗,沈樞,Directed,學生為Y,1,,1115
焦瑗,沈銖,Directed,學生為Y,1,,1115
焦瑗,沈鍾,Directed,學生為Y,1,,1145
焦瑗,沈銘,Directed,學生為Y,1,,1145
金履祥,郭炯,Directed,門人為Y,1,1232,
金履祥,許謙,Directed,學生為Y,1,1232,1270
金履祥,衛富益,Directed,學生為Y,1,1232,
金履祥,張樞,Directed,學生為Y,1,1232,1292
金履祥,柳貫,Directed,學生為Y,1,1232,1270
金履祥,趙宏偉,Directed,學生為Y,1,1232,1244
金履祥,唐良知,Directed,學生為Y,1,1232,
金履祥,唐良瑞,Directed,學生為Y,1,1232,
金履祥,郭子昭,Directed,學生為Y,1,1232,
金彥博,袁章,Directed,學生為Y,1,,1120
金彥博,袁文,Directed,學生為Y,1,,1119
金幼孜,高遜志,Directed,門人為Y,1,1368,1339
靳裁之,胡安國,Directed,學生為Y,1,,1074
柯夢得,劉克莊,Directed,學生為Y,1,,1187
樂雷發,姚勉,Directed,門人為Y,1,,1216
樂雷發,姚勉,Directed,學生為Y,1,,1216
樂良,張信,Directed,學生為Y,1,,
樂良,陳韶,Directed,學生為Y,1,,1341
李常,黃庭堅,Directed,學生為Y,1,1027,1045
李成,王元通,Directed,學生為Y,1,902,
李成季,劉克莊,Directed,學生為Y,1,,1187
李珫,謝皓,Directed,學生為Y,1,,1052
李珫,謝黻,Directed,學生為Y,1,,1064
李大辯,袁章,Directed,學生為Y,1,,1120
李大辯,戴日宣,Directed,學生為Y,1,,1137
李大辯,鮑俊德,Directed,學生為Y,1,,1128
李燾,㬊淵,Directed,學生為Y,1,1115,
李燾,謝疇,Directed,學生為Y,1,1115,
李侗,朱熹,Directed,學生為Y,1,1093,1130
李侗,羅博文,Directed,學生為Y,1,1093,1116
李侗,劉嘉譽,Directed,學生為Y,1,1093,
李端行,呂頤浩,Directed,門人為Y,1,1079,1071
李端行,呂頤浩,Directed,學生為Y,1,1079,1071
李燔,方暹,Directed,學生為Y,1,1168,
李燔,方輗,Directed,學生為Y,1,1160,
李燔,許應庚,Directed,學生為Y,1,1160,1199
李方子,葉采,Directed,門人為Y,1,1184,1198
李溉,劉牧,Directed,弟子為Y,1,,1011
李綱,鄭昌齡,Directed,門人為Y,1,1083,1091
李杲,王好古,Directed,學生為Y,1,1180,
李杲,羅天益,Directed,弟子為Y,1,1180,
李公麟,趙令晙,Directed,學生為Y,1,1049,1064
李公麟,賈師古,Directed,學生為Y,1,1049,
李珙,周必大,Directed,學生為Y,1,1115,1126
李覯,曾鞏,Directed,門人為Y,1,1009,1019
李覯,鄧潤甫,Directed,門人為Y,1,1009,1019
李覯,李山甫,Directed,門人為Y,1,1009,1019
李覯,李山甫,Directed,門人為Y,1,1009,1019
李覯,廖平,Directed,門人為Y,1,1009,1031
李覯,廖平,Directed,門人為Y,1,1009,1031
李覯,陳漢公,Directed,門人為Y,1,1009,1004
李覯,陳漢公,Directed,門人為Y,1,1009,1004
李覯,陳次公,Directed,門人為Y,1,1009,1016
李覯,陳次公,Directed,門人為Y,1,1009,1016
李覯,陳次山,Directed,門人為Y,1,1009,1023
李覯,廖廷玉,Directed,門人為Y,1,1009,
李覯,鄧立,Directed,門人為Y,1,1009,1009
李覯,鄧立,Directed,門人為Y,1,1009,1009
李覯,鄧仲甫,Directed,門人為Y,1,1009,1039
李覯,鄧仲甫,Directed,門人為Y,1,1009,1039
李覯,陳光遠,Directed,門人為Y,1,1009,1055
李覯,陳光遠,Directed,門人為Y,1,1009,1055
李覯,陳光道,Directed,門人為Y,1,1009,1029
李覯,陳光道,Directed,門人為Y,1,1009,1029
李覯,陳君平,Directed,門人為Y,1,1009,988
李覯,陳君平,Directed,門人為Y,1,1009,988
李覯,陳汝器,Directed,門人為Y,1,1009,1046
李覯,陳汝器,Directed,門人為Y,1,1009,1046
李覯,陳瓔,Directed,門人為Y,1,1009,1049
李覯,陳瓔,Directed,門人為Y,1,1009,1049
李覯,傅野,Directed,門人為Y,1,1009,1017
李覯,傅翼,Directed,門人為Y,1,1009,1043
李覯,傅翼,Directed,門人為Y,1,1009,1043
李覯,傅代言,Directed,門人為Y,1,1009,981
李覯,傅代言,Directed,門人為Y,1,1009,981
李覯,余疇若,Directed,門人為Y,1,1009,
李覯,余疇若,Directed,門人為Y,1,1009,
李覯,黃曦,Directed,門人為Y,1,1009,1070
李覯,黃曦,Directed,門人為Y,1,1009,1070
李覯,陳世南,Directed,門人為Y,1,1009,
李覯,陳世南,Directed,門人為Y,1,1009,
李覯,饒昌齡,Directed,門人為Y,1,1009,983
李覯,饒昌齡,Directed,門人為Y,1,1009,983
李覯,饒景先,Directed,門人為Y,1,1009,1013
李覯,饒見先,Directed,門人為Y,1,1009,1013
李覯,王幾,Directed,門人為Y,1,1009,
李覯,張延之,Directed,門人為Y,1,1009,
李覯,陳公燮,Directed,門人為Y,1,1009,
李覯,廖夷清,Directed,學生為Y,1,1009,995
李覯,王幾,Directed,學生為Y,1,1009,
李覯,鄧佑甫,Directed,學生為Y,1,1009,1021
李光,王趯,Directed,門人為Y,1,1078,1116
李龜朋,錢象祖,Directed,學生為Y,1,1109,1169
李浩,吳漸,Directed,學生為Y,1,1116,1124
李衡,龔昱,Directed,學生為Y,1,1100,1121
李坤臣,高斯得,Directed,學生為Y,1,1168,1201
李劉,杜抑之,Directed,弟子為Y,1,1178,
李昴英,曾士倬,Directed,學生為Y,1,1201,1220
李清照,韓玉父,Directed,學生為Y,1,1084,
李去智,衛涇,Directed,學生為Y,1,,1159
李石,程師夔,Directed,門人為Y,1,1108,1134
李石,馮誠之,Directed,學生為Y,1,1108,1143
李石,樂材,Directed,學生為Y,1,1108,1125
李石,句龍復成,Directed,學生為Y,1,1108,
李石,王龔,Directed,學生為Y,1,1108,
李石,劉伯熊,Directed,學生為Y,1,1108,
李氏（李嗣源女）,釋堅俊,Directed,弟子為Y,1,,
李舜臣,李惟正,Directed,學生為Y,1,1139,1152
李舜臣,李維正,Directed,學生為Y,1,1139,
李嵩,馬永忠,Directed,學生為Y,1,,
李畋,代淵,Directed,學生為Y,1,962,985
李孝光,陶宗儀,Directed,學生為Y,1,1296,1329
李亦,蔣允升,Directed,學生為Y,1,,1329
李則,李恂,Directed,學生為Y,1,,1115
李則,楊汝南,Directed,學生為Y,1,,1115
李之儀,韋許,Directed,學生為Y,1,1052,
李直方,陳樵,Directed,學生為Y,1,,1278
李廌,馬友直,Directed,學生為Y,1,1059,1070
李隲,蘇軾,Directed,學生為Y,1,1038,1036
李隲,黃珪,Directed,學生為Y,1,1038,1076
梁棟,周必大,Directed,學生為Y,1,,1126
梁楷,俞珙,Directed,學生為Y,1,,1146
梁克家,陳光,Directed,學生為Y,1,1128,1116
梁寅,蕭璚,Directed,學生為Y,1,1303,
梁應龍,單崔明,Directed,學生為Y,1,1207,
梁佐,何執中,Directed,學生為Y,1,1036,1044
廖德明,鄒應博,Directed,學生為Y,1,1139,1175
廖應淮,祝泌,Directed,學生為Y,1,1229,1244
林逋,釋居昱,Directed,學生為Y,1,957,
林成季,劉克莊,Directed,學生為Y,1,,1187
林椿,彭皋,Directed,學生為Y,1,,
林大中,呂浩,Directed,學生為Y,1,1131,1160
林復之,李雲龍,Directed,門人為Y,1,1151,
林光朝,林肅,Directed,門人為Y,1,1114,1146
林光朝,傅蒙,Directed,門人為Y,1,1114,
林光朝,林用中,Directed,門人為Y,1,1114,
林光朝,劉夙,Directed,學生為Y,1,1114,1124
林光朝,林方,Directed,學生為Y,1,1114,1160
林光朝,楊興宗,Directed,學生為Y,1,1114,1130
林光朝,林肅,Directed,學生為Y,1,1114,1146
林光朝,卓先,Directed,學生為Y,1,1114,1146
林光朝,黃芻,Directed,學生為Y,1,1114,1121
林光朝,林田,Directed,弟子為Y,1,1114,1144
林光朝,陳藻,Directed,弟子為Y,1,1114,
林簡,劉克莊,Directed,學生為Y,1,1123,1187
林簡,劉克莊,Directed,學生為Y,1,1123,1187
林簡子,劉克莊,Directed,學生為Y,1,,1187
林立之,李夢龍,Directed,門人為Y,1,1145,1184
林立之,林日選,Directed,學生為Y,1,1145,1184
林立之,林日選,Directed,學生為Y,1,,1184
林立之,李夢龍,Directed,學生為Y,1,,1184
林立之,林從周,Directed,學生為Y,1,,1196
林略,柯大春,Directed,學生為Y,1,1169,
林磻,王邁,Directed,學生為Y,1,1190,1185
林師魯,林用中,Directed,門人為Y,1,,
林師魯,林用中,Directed,學生為Y,1,,
林石,沈躬行,Directed,學生為Y,1,1004,1064
林希逸,林冑,Directed,學生為Y,1,1205,1237
林亦之,蘇國蘭,Directed,門人為Y,1,1093,1196
林亦之,陳藻,Directed,學生為Y,1,1093,
林亦之,朱準,Directed,學生為Y,1,1093,
林亦之,黃君任,Directed,學生為Y,1,1093,1205
林之奇,呂祖謙,Directed,學生為Y,1,1112,1137
林之奇,呂祖謙,Directed,學生為Y,1,1112,1137
林之奇,潘滋,Directed,學生為Y,1,1112,1138
林之奇,劉世南,Directed,學生為Y,1,1112,
劉安世,李光,Directed,學生為Y,1,1048,1078
劉安世,胡珵,Directed,學生為Y,1,1048,1091
劉安世,馬永卿,Directed,學生為Y,1,1048,1079
劉安世,楊萬里,Directed,學生為Y,1,1100,1127
劉安世,楊萬里,Directed,學生為Y,1,1100,1127
劉安世,林彖,Directed,學生為Y,1,1100,
劉炳,劉子昇,Directed,學生為Y,1,1337,
劉才邵,楊萬里,Directed,學生為Y,1,1086,1127
劉辰翁,趙孟僩,Directed,學生為Y,1,1232,
劉韐,祝奕,Directed,學生為Y,1,1067,1063
劉漢弻,陳策,Directed,學生為Y,1,1187,1200
劉垕,熊慶冑,Directed,學生為Y,1,1174,
劉岊,韓居仁,Directed,學生為Y,1,1223,
劉巨,蘇轍,Directed,學生為Y,1,,1039
劉巨,蘇軾,Directed,學生為Y,1,,1036
劉巨,蘇軾,Directed,學生為Y,1,,1036
劉巨,家勤國,Directed,學生為Y,1,,1034
劉均,胡震,Directed,門人為Y,1,,
劉康夫,湛存,Directed,學生為Y,1,1034,
劉蒙慶,諸葛埴,Directed,弟子為Y,1,1132,1156
劉勉之,朱熹,Directed,學生為Y,1,1059,1130
劉牧,吳祕,Directed,學生為Y,1,1011,1004
劉牧,黃黎獻,Directed,學生為Y,1,1011,
劉彭壽,詹同,Directed,學生為Y,1,1273,1331
劉清之,劉孟容,Directed,學生為Y,1,1134,1151
劉清之,韓冠卿,Directed,學生為Y,1,1134,1158
劉清之,韓度,Directed,學生為Y,1,1134,1210
劉清之,唐徹,Directed,學生為Y,1,1134,1169
劉清之,趙蕃,Directed,學生為Y,1,1134,1143
劉清之,朱魯叔,Directed,學生為Y,1,1134,
劉清之,曾祖道,Directed,學生為Y,1,1134,
劉清之,解齊賢,Directed,學生為Y,1,1134,
劉若川,周必大,Directed,門人為Y,1,1073,1126
劉若川,田亮功,Directed,門人為Y,1,1073,
劉詵,張瑩,Directed,學生為Y,1,1268,1302
劉師正,李潛,Directed,學生為Y,1,,1037
劉實翁,王充耘,Directed,學生為Y,1,,1304
劉述,劉摯,Directed,學生為Y,1,1004,1027
劉廷直,楊萬里,Directed,學生為Y,1,1115,1127
劉炎,王仁,Directed,門人為Y,1,,
劉炎,王佖,Directed,學生為Y,1,,1186
劉顏,張洞,Directed,學生為Y,1,993,
劉彝,鄒棐,Directed,學生為Y,1,1022,1043
劉因,安熙,Directed,學生為Y,1,1249,1270
劉應龜,黃溍,Directed,學生為Y,1,1244,1277
劉有貞,史堯輔,Directed,學生為Y,1,,1173
劉愚,余嶸,Directed,學生為Y,1,1133,1162
劉與孫,龍遇奇,Directed,學生為Y,1,1296,1571
劉愈,葉適,Directed,學生為Y,1,1096,1150
劉瞻,辛棄疾,Directed,學生為Y,1,1121,1140
劉瞻,党懷英,Directed,學生為Y,1,1121,
劉子翬,歐陽光祖,Directed,門人為Y,1,1101,1142
劉子翬,朱熹,Directed,學生為Y,1,1101,1130
劉子翬,朱熹,Directed,學生為Y,1,1101,1130
劉子翬,劉懋,Directed,學生為Y,1,1101,1114
劉子翬,劉懋,Directed,學生為Y,1,1101,1114
劉子翬,黃銖,Directed,弟子為Y,1,1101,1131
劉子羽,朱熹,Directed,學生為Y,1,1097,1130
柳貫,宋濂,Directed,門人為Y,1,1270,1310
柳貫,宋濂,Directed,學生為Y,1,1270,1310
柳貫,王褘,Directed,學生為Y,1,1270,1322
柳貫,方鳳,Directed,學生為Y,1,1270,1240
柳貫,戴良,Directed,學生為Y,1,1270,1317
柳開,高銑,Directed,門人為Y,1,947,922
柳開,高本,Directed,門人為Y,1,947,950
柳開,張景,Directed,門人為Y,1,947,970
柳開,任唐徵,Directed,門人為Y,1,947,
柳開,李憲,Directed,門人為Y,1,947,
柳開,馬應昌,Directed,門人為Y,1,947,
柳開,高弁,Directed,學生為Y,1,947,966
樓昉,鄭清之,Directed,學生為Y,1,1163,1176
樓昉,鄭次申,Directed,學生為Y,1,1163,1187
樓昉,鄭次時,Directed,學生為Y,1,1163,
樓觀,宋汝志,Directed,學生為Y,1,,
樓觀,徐道廣,Directed,學生為Y,1,,
樓郁,史詔,Directed,門人為Y,1,1023,1064
盧允文,楊萬里,Directed,學生為Y,1,,1127
陸持之,葉元老,Directed,學生為Y,1,1171,
陸佃,石景舒,Directed,學生為Y,1,1040,1054
陸佃,韓羽,Directed,學生為Y,1,1040,1043
陸佃,鄭云,Directed,學生為Y,1,1040,
陸佃,鄭褎,Directed,學生為Y,1,1040,
陸景端,林光朝,Directed,學生為Y,1,1105,1114
陸景端,林光朝,Directed,學生為Y,1,1105,1114
陸九臯,劉堯夫,Directed,門人為Y,1,1125,
陸九齡,袁燮,Directed,門人為Y,1,1132,1144
陸九齡,劉堯夫,Directed,門人為Y,1,1132,
陸九齡,曾滂,Directed,學生為Y,1,1132,1128
陸九齡,萬人傑,Directed,學生為Y,1,1132,
陸九韶,嚴松,Directed,學生為Y,1,1130,
陸九敘,黃叔豐,Directed,學生為Y,1,1123,
陸九淵,劉堯夫,Directed,門人為Y,1,1139,
陸九淵,趙彥悈,Directed,門人為Y,1,1139,1175
陸九淵,江泰之,Directed,門人為Y,1,1139,
陸九淵,汪堅老,Directed,門人為Y,1,1139,
陸九淵,李纓,Directed,門人為Y,1,1139,
陸九淵,李伯敏,Directed,門人為Y,1,1139,
陸九淵,傅子雲,Directed,門人為Y,1,1139,
陸九淵,利元吉,Directed,門人為Y,1,1139,1160
陸九淵,邵叔誼,Directed,門人為Y,1,1139,
陸九淵,劉思忠,Directed,門人為Y,1,1139,1151
陸九淵,石宗昭,Directed,學生為Y,1,1139,1142
陸九淵,沈煥,Directed,學生為Y,1,1139,1139
陸九淵,舒璘,Directed,學生為Y,1,1139,1136
陸九淵,舒琪,Directed,學生為Y,1,1139,1146
陸九淵,趙師雍,Directed,學生為Y,1,1139,1157
陸九淵,趙師蒧,Directed,學生為Y,1,1139,1175
陸九淵,包約,Directed,學生為Y,1,1139,1150
陸九淵,包揚,Directed,學生為Y,1,1139,1152
陸九淵,包遜,Directed,學生為Y,1,1139,1152
陸九淵,包恢,Directed,學生為Y,1,1139,1182
陸九淵,劉孟容,Directed,學生為Y,1,1139,1151
陸九淵,石斗文,Directed,學生為Y,1,1139,1129
陸九淵,楊簡,Directed,學生為Y,1,1139,1141
陸九淵,楊簡,Directed,學生為Y,1,1139,1141
陸九淵,孫應時,Directed,學生為Y,1,1139,1154
陸九淵,符敘,Directed,學生為Y,1,1139,1151
陸九淵,沈炳,Directed,學生為Y,1,1139,1141
陸九淵,黃叔豐,Directed,學生為Y,1,1139,
陸九淵,周清叟,Directed,學生為Y,1,1139,
陸九淵,吳厚若,Directed,學生為Y,1,1139,1154
陸九淵,吳誠若,Directed,學生為Y,1,1139,1154
陸九淵,黃柟,Directed,學生為Y,1,1139,1167
陸九淵,黃椿,Directed,學生為Y,1,1139,1167
陸九淵,黃棐,Directed,學生為Y,1,1139,1167
陸九淵,李肅,Directed,學生為Y,1,1139,1151
陸九淵,鄧約禮,Directed,學生為Y,1,1139,1148
陸九淵,劉堯夫,Directed,學生為Y,1,1139,
陸九淵,傅一飛,Directed,學生為Y,1,1139,1137
陸九淵,孟渙,Directed,學生為Y,1,1139,1118
陸九淵,高宗商,Directed,學生為Y,1,1139,
陸九淵,朱桴,Directed,學生為Y,1,1139,1156
陸九淵,李耆壽,Directed,學生為Y,1,1139,1167
陸九淵,俞庭椿,Directed,學生為Y,1,1139,1142
陸九淵,諸葛千能,Directed,學生為Y,1,1139,1151
陸九淵,陳剛,Directed,學生為Y,1,1139,
陸九淵,張孝直,Directed,學生為Y,1,1139,
陸九淵,陳去華,Directed,學生為Y,1,1139,
陸九淵,曾祖道,Directed,學生為Y,1,1139,
陸九淵,彭興宗,Directed,學生為Y,1,1139,
陸九淵,傅夢泉,Directed,學生為Y,1,1139,
陸九淵,趙子新,Directed,學生為Y,1,1139,
陸九淵,鄭會,Directed,學生為Y,1,1139,1181
陸九淵,蔣元夫,Directed,學生為Y,1,1139,
陸九淵,謝希孟,Directed,學生為Y,1,1139,
陸九淵,嚴滋,Directed,學生為Y,1,1139,
陸九淵,林夢英,Directed,弟子為Y,1,1139,1145
陸九淵,王允文,Directed,弟子為Y,1,1139,1139
陸九淵,朱泰卿,Directed,弟子為Y,1,1139,1158
陸九淵,李雲,Directed,弟子為Y,1,1139,
陸九淵,周良,Directed,弟子為Y,1,1139,1184
陸九淵,傅夢泉,Directed,弟子為Y,1,1139,
陸九淵,葉夢得,Directed,弟子為Y,1,1139,
陸游,戴復古,Directed,學生為Y,1,1125,
陸祐,林之奇,Directed,學生為Y,1,1094,1112
呂本中,林之奇,Directed,學生為Y,1,1084,1112
呂本中,汪應辰,Directed,學生為Y,1,1084,1118
呂本中,李樗,Directed,學生為Y,1,1084,1113
呂本中,曾季貍,Directed,學生為Y,1,1084,
呂本中,樊世顯,Directed,學生為Y,1,1084,
呂本中,李楠,Directed,弟子為Y,1,1084,1111
呂大圭,丘葵,Directed,學生為Y,1,1227,1244
呂公弼,宋道隆,Directed,門人為Y,1,1007,
呂和問,滕愷,Directed,學生為Y,1,1096,1105
呂宏,陸佃,Directed,學生為Y,1,,1040
呂南公,蔡畋,Directed,學生為Y,1,,
呂希哲,汪革,Directed,門人為Y,1,1048,1067
呂希哲,汪莘,Directed,門人為Y,1,1048,1098
呂希哲,黎確,Directed,學生為Y,1,1048,
呂希哲,顏岐,Directed,學生為Y,1,1048,
呂希哲,謝逸,Directed,學生為Y,1,1048,1050
呂希哲,謝薖,Directed,學生為Y,1,1048,1053
呂希哲,饒節,Directed,學生為Y,1,1048,
呂祖儉,舒衍,Directed,學生為Y,1,1135,1163
呂祖儉,張渭,Directed,學生為Y,1,1135,1172
呂祖謙,袁燮,Directed,門人為Y,1,1137,1144
呂祖謙,陳孔碩,Directed,門人為Y,1,1137,1145
呂祖謙,李知微,Directed,門人為Y,1,1137,1138
呂祖謙,汪大亨,Directed,門人為Y,1,1137,1137
呂祖謙,趙燁,Directed,門人為Y,1,1137,1138
呂祖謙,杜旟,Directed,門人為Y,1,1137,
呂祖謙,王莘叟,Directed,門人為Y,1,1137,
呂祖謙,徐堯臣,Directed,門人為Y,1,1137,1118
呂祖謙,孟行古,Directed,門人為Y,1,1137,
呂祖謙,康文虎,Directed,門人為Y,1,1137,
呂祖謙,黃人傑,Directed,門人為Y,1,1137,1136
呂祖謙,鞏峴,Directed,門人為Y,1,1137,1118
呂祖謙,康文豹,Directed,門人為Y,1,1137,
呂祖謙,朱塾,Directed,學生為Y,1,1137,1153
呂祖謙,邢世材,Directed,學生為Y,1,1137,1140
呂祖謙,吳洪,Directed,學生為Y,1,1137,1134
呂祖謙,石宗昭,Directed,學生為Y,1,1137,1142
呂祖謙,戚如圭,Directed,學生為Y,1,1137,1113
呂祖謙,戚如琥,Directed,學生為Y,1,1137,1160
呂祖謙,戚如琥,Directed,學生為Y,1,1137,1160
呂祖謙,輔廣,Directed,學生為Y,1,1137,
呂祖謙,王瀚,Directed,學生為Y,1,1137,1152
呂祖謙,時鎬,Directed,學生為Y,1,1137,1140
呂祖謙,時鎬,Directed,學生為Y,1,1137,1140
呂祖謙,時錡,Directed,學生為Y,1,1137,1140
呂祖謙,時涇,Directed,學生為Y,1,1137,1172
呂祖謙,陳良祐,Directed,學生為Y,1,1137,1124
呂祖謙,羊永德,Directed,學生為Y,1,1137,1116
呂祖謙,朱埜,Directed,學生為Y,1,1137,1148
呂祖謙,詹長民,Directed,學生為Y,1,1137,1162
呂祖謙,詹長民,Directed,學生為Y,1,1137,1162
呂祖謙,石斗文,Directed,學生為Y,1,1137,1129
呂祖謙,潘景夔,Directed,學生為Y,1,1137,1147
呂祖謙,潘景尹,Directed,學生為Y,1,1137,1147
呂祖謙,劉爚,Directed,學生為Y,1,1137,1144
呂祖謙,劉炳,Directed,學生為Y,1,1137,1148
呂祖謙,喬行簡,Directed,學生為Y,1,1137,1156
呂祖謙,喬行簡,Directed,學生為Y,1,1137,1156
呂祖謙,姜模,Directed,學生為Y,1,1137,1122
呂祖謙,徐侃,Directed,學生為Y,1,1137,1162
呂祖謙,徐侃,Directed,學生為Y,1,1137,1162
呂祖謙,徐倬,Directed,學生為Y,1,1137,1162
呂祖謙,徐僑,Directed,學生為Y,1,1137,1160
呂祖謙,方琥,Directed,學生為Y,1,1137,1154
呂祖謙,呂約,Directed,學生為Y,1,1137,1160
呂祖謙,何逮,Directed,學生為Y,1,1137,1153
呂祖謙,鞏嶸,Directed,學生為Y,1,1137,1151
呂祖謙,郭澄,Directed,學生為Y,1,1137,1150
呂祖謙,郭津,Directed,學生為Y,1,1137,1158
呂祖謙,喬夢符,Directed,學生為Y,1,1137,1145
呂祖謙,黃渙,Directed,學生為Y,1,1137,1148
呂祖謙,沈有開,Directed,學生為Y,1,1137,1134
呂祖謙,時澐,Directed,學生為Y,1,1137,1154
呂祖謙,時瀾,Directed,學生為Y,1,1137,1156
呂祖謙,時少章,Directed,學生為Y,1,1137,1204
呂祖謙,汪淳,Directed,學生為Y,1,1137,
呂祖謙,汪淳,Directed,學生為Y,1,1137,
呂祖謙,汪仲儀,Directed,學生為Y,1,1137,1151
呂祖謙,石範,Directed,學生為Y,1,1137,1148
呂祖謙,唐復,Directed,學生為Y,1,1137,1184
呂祖謙,丁希亮,Directed,學生為Y,1,1137,1146
呂祖謙,丁希亮,Directed,學生為Y,1,1137,1146
呂祖謙,柴淵,Directed,學生為Y,1,1137,1118
呂祖謙,郭頤,Directed,學生為Y,1,1137,1073
呂祖謙,葛洪,Directed,學生為Y,1,1137,1174
呂祖謙,宋林,Directed,學生為Y,1,1137,1154
呂祖謙,杜旟,Directed,學生為Y,1,1137,
呂祖謙,王莘叟,Directed,學生為Y,1,1137,
呂祖謙,王遇,Directed,學生為Y,1,1137,1142
呂祖謙,包子謙,Directed,學生為Y,1,1137,
呂祖謙,朱質,Directed,學生為Y,1,1137,1163
呂祖謙,宋元則,Directed,學生為Y,1,1137,1128
呂祖謙,李誠之,Directed,學生為Y,1,1137,1153
呂祖謙,邵樸,Directed,學生為Y,1,1137,1148
呂祖謙,林居實,Directed,學生為Y,1,1137,1142
呂祖謙,唐季度,Directed,學生為Y,1,1137,1132
呂祖謙,卲津,Directed,學生為Y,1,1137,
呂祖謙,張垓,Directed,學生為Y,1,1137,1148
呂祖謙,葉邽,Directed,學生為Y,1,1137,1182
呂祖謙,倪千里,Directed,學生為Y,1,1137,1157
呂祖謙,徐安國,Directed,學生為Y,1,1137,1136
呂祖謙,徐宗卿(字),Directed,學生為Y,1,1137,1118
呂祖謙,康文虎,Directed,學生為Y,1,1137,
呂祖謙,陳剛,Directed,學生為Y,1,1137,
呂祖謙,呂孝祥,Directed,學生為Y,1,1137,
呂祖謙,高觀,Directed,學生為Y,1,1137,1118
呂祖謙,江注,Directed,學生為Y,1,1137,
呂祖謙,吳儀鳳,Directed,學生為Y,1,1137,1118
呂祖謙,王抑,Directed,學生為Y,1,1137,1118
呂祖謙,趙煜,Directed,學生為Y,1,1137,
呂祖謙,潘友昭,Directed,學生為Y,1,1137,1118
呂祖謙,俞厚,Directed,學生為Y,1,1137,1145
呂祖謙,邵樸,Directed,學生為Y,1,1137,
呂祖謙,邵度,Directed,學生為Y,1,1137,
呂祖謙,宋天則,Directed,學生為Y,1,1137,1118
呂祖謙,宋珄,Directed,學生為Y,1,1137,
呂祖謙,鄭良臣,Directed,學生為Y,1,1137,1118
呂祖謙,盧琰,Directed,學生為Y,1,1137,1118
呂祖謙,方自牧,Directed,學生為Y,1,1137,1118
呂祖謙,章叔平,Directed,學生為Y,1,1137,
呂祖謙,時源,Directed,學生為Y,1,1137,1170
呂祖謙,許文蔚,Directed,學生為Y,1,1137,1160
呂祖謙,許文蔚,Directed,學生為Y,1,1137,1160
呂祖謙,康文豹,Directed,學生為Y,1,1137,
呂祖謙,張蒙,Directed,學生為Y,1,1137,
呂祖謙,張成招,Directed,學生為Y,1,1137,
呂祖謙,張成招,Directed,學生為Y,1,1137,
呂祖謙,傅如松,Directed,學生為Y,1,1137,
呂祖謙,傅如松,Directed,學生為Y,1,1137,
呂祖謙,楊誠之,Directed,學生為Y,1,1137,1154
呂祖謙,葉秀發,Directed,學生為Y,1,1137,1161
呂祖謙,葉季韶,Directed,學生為Y,1,1137,
呂祖謙,趙彥秬,Directed,學生為Y,1,1137,1136
呂祖謙,趙善珍,Directed,學生為Y,1,1137,1142
呂祖謙,趙善談(譚),Directed,學生為Y,1,1137,
呂祖謙,鄭宗強,Directed,學生為Y,1,1137,
呂祖謙,李泳,Directed,學生為Y,1,1137,1142
呂祖謙,吳友聞,Directed,學生為Y,1,1137,
呂祖謙,王碩,Directed,學生為Y,1,1137,1160
呂祖謙,劉清臣,Directed,學生為Y,1,1137,1151
