Source,Target,Type,Label,Weight,Person_Index_Year,Assoc_Index_Year
呂祖謙,傅如川,Directed,學生為Y,1,1137,
呂祖謙,徐文虎,Directed,學生為Y,1,1137,1135
呂祖謙,林安之,Directed,學生為Y,1,1137,1142
呂祖謙,葉重開,Directed,學生為Y,1,1137,1154
呂祖謙,唐復,Directed,學生為Y,1,1137,
呂祖謙,時少章,Directed,學生為Y,1,1137,
呂祖謙,胡伯虎,Directed,學生為Y,1,1137,
呂祖謙,趙善談,Directed,學生為Y,1,1137,
呂祖謙,金昇卿,Directed,學生為Y,1,1137,
羅從彥,朱熹,Directed,學生為Y,1,1072,1130
羅從彥,李侗,Directed,學生為Y,1,1072,1093
羅上達,胡銓,Directed,學生為Y,1,1126,1102
馬伸,何兌,Directed,門人為Y,1,1066,1088
馬之純,喬行簡,Directed,學生為Y,1,1133,1156
毛忠卿,田著,Directed,學生為Y,1,1154,1165
梅堯臣,曹偕,Directed,學生為Y,1,1002,
梅堯臣,歐陽闢,Directed,學生為Y,1,1002,1061
閔從先,蘇頌,Directed,學生為Y,1,,1020
莫冠卿,袁章,Directed,學生為Y,1,1115,1120
穆修,李之才,Directed,學生為Y,1,979,982
穆修,李挺之,Directed,學生為Y,1,979,982
甯智先,王巖叟,Directed,學生為Y,1,,1043
歐陽守道,趙孟僩,Directed,學生為Y,1,1209,
歐陽守道,文天祥,Directed,學生為Y,1,1209,1236
歐陽守道,宋無,Directed,學生為Y,1,1209,1260
歐陽守道,劉棨,Directed,學生為Y,1,1209,
歐陽修,張巨,Directed,學生為Y,1,1007,1063
歐陽修,王安石,Directed,學生為Y,1,1007,1021
歐陽修,曾鞏,Directed,學生為Y,1,1007,1019
歐陽修,徐無黨,Directed,學生為Y,1,1007,1021
歐陽修,釋惠勤,Directed,學生為Y,1,1007,
歐陽玄,周子直,Directed,學生為Y,1,1283,
歐陽鎮,羅晉,Directed,學生為Y,1,,1196
潘柄,蘇國台,Directed,學生為Y,1,1168,1184
潘翼,王十朋,Directed,學生為Y,1,,1112
潘滋,黃榦,Directed,學生為Y,1,1138,1152
龐安仁,鄒浩,Directed,門人為Y,1,,1060
龐安仁,張正,Directed,門人為Y,1,,1000
龐之慶,龐安時,Directed,學生為Y,1,,
彭耜,蕭廷之,Directed,學生為Y,1,,
戚舜賓,范仲淹,Directed,學生為Y,1,979,989
戚同文,許驤,Directed,學生為Y,1,904,943
戚同文,李承造,Directed,學生為Y,1,904,1092
戚同文,滕涉,Directed,學生為Y,1,904,980
戚同文,張昉,Directed,學生為Y,1,904,922
戚同文,郭成範,Directed,學生為Y,1,904,
戚同文,高象先,Directed,弟子為Y,1,904,
錢時,洪揚祖,Directed,學生為Y,1,1207,1202
錢時,夏希賢,Directed,學生為Y,1,1207,1266
錢時,呂人龍,Directed,弟子為Y,1,1207,1232
錢文子,王大昌,Directed,學生為Y,1,1134,
錢堯卿,錢朝彥,Directed,學生為Y,1,1081,1104
錢宰,韓宜可,Directed,學生為Y,1,1302,
錢宰,王受益,Directed,學生為Y,1,1302,1335
喬疎,孫覺,Directed,學生為Y,1,,1028
譙定,劉勉之,Directed,學生為Y,1,,1059
譙定,胡憲,Directed,學生為Y,1,,1086
譙定,馮時行,Directed,學生為Y,1,,1100
秦檜,薛弼,Directed,門人為Y,1,1090,1088
秦檜,杜圯,Directed,學生為Y,1,1090,1081
丘崈,史賓之,Directed,學生為Y,1,1133,1216
丘富國,鄭儀孫,Directed,學生為Y,1,,
丘漸,方儀,Directed,學生為Y,1,,
丘漸,陳珪,Directed,學生為Y,1,,
丘漸,陳應壁,Directed,學生為Y,1,,
丘漸,戴亨,Directed,學生為Y,1,,
權邦彥,周葵,Directed,門人為Y,1,1080,1098
權邦彥,梁揚祖,Directed,門人為Y,1,1080,1088
權邦彥,呂廣問,Directed,門人為Y,1,1080,1098
權邦彥,潘良貴,Directed,門人為Y,1,1080,1094
權邦彥,樓炤,Directed,門人為Y,1,1080,1085
饒魯,史泳,Directed,門人為Y,1,1193,
饒魯,胡震,Directed,門人為Y,1,1193,
饒魯,王佖,Directed,學生為Y,1,1193,1186
饒魯,趙良淳,Directed,學生為Y,1,1193,1211
饒魯,程若庸,Directed,學生為Y,1,1193,1238
饒魯,陳大猷,Directed,學生為Y,1,1193,1229
饒魯,方齊,Directed,學生為Y,1,1193,
饒魯,汪相,Directed,學生為Y,1,1193,
饒魯,汪華,Directed,學生為Y,1,1193,
饒魯,吳中,Directed,學生為Y,1,1193,
饒魯,俞應元,Directed,學生為Y,1,1193,1232
饒魯,湯伯陽,Directed,學生為Y,1,1193,
饒魯,程德萃,Directed,學生為Y,1,1193,
饒魯,董敬庵,Directed,學生為Y,1,1193,
饒魯,萬鎮,Directed,學生為Y,1,1193,1220
饒魯,蔡汝揆,Directed,學生為Y,1,1193,
饒魯,魯仕能,Directed,學生為Y,1,1193,1214
饒魯,韓秋巖,Directed,學生為Y,1,1193,
饒魯,羅天酉,Directed,學生為Y,1,1193,1229
任伯雨,唐庚,Directed,學生為Y,1,1047,1071
任伯雨,林彖,Directed,學生為Y,1,1047,
阮登炳,徐雷龍,Directed,學生為Y,1,,
邵伯溫,趙鼎,Directed,學生為Y,1,1057,1085
邵伯溫,司馬植,Directed,學生為Y,1,1057,1080
邵雍,楊國寶,Directed,門人為Y,1,1011,1037
邵雍,侯紹曾,Directed,門人為Y,1,1011,
邵雍,張峋,Directed,學生為Y,1,1011,1044
邵雍,章惇,Directed,學生為Y,1,1011,1035
邵雍,趙濟,Directed,學生為Y,1,1011,1029
邵雍,呂希績,Directed,學生為Y,1,1011,1048
邵雍,周長孺,Directed,學生為Y,1,1011,1012
邵雍,張崏,Directed,學生為Y,1,1011,1046
邵雍,張仲賓,Directed,學生為Y,1,1011,
邵雍,黃景,Directed,學生為Y,1,1011,
邵雍,楊賢寶,Directed,學生為Y,1,1011,
邵雍,鄭夬,Directed,學生為Y,1,1011,
邵雍,王豫,Directed,弟子為Y,1,1011,1011
邵雍,張仲賓,Directed,弟子為Y,1,1011,
沈粲,陸友仁,Directed,學生為Y,1,1379,
沈貴寶,胡方平,Directed,學生為Y,1,,1217
沈煥,吳适,Directed,學生為Y,1,1139,1174
沈煥,李鶚,Directed,學生為Y,1,1139,1156
沈煥,竺大年,Directed,弟子為Y,1,1139,1149
沈煥,史安之,Directed,弟子為Y,1,1139,1166
沈銖,孫允,Directed,學生為Y,1,1115,1154
施元之,李垕,Directed,學生為Y,1,1124,1145
石介,李堂,Directed,門人為Y,1,1005,
石介,李常,Directed,門人為Y,1,1005,
石介,馬默,Directed,學生為Y,1,1005,
石介,馬隨,Directed,學生為Y,1,1005,1024
石介,呂希哲,Directed,學生為Y,1,1005,1048
石介,何群,Directed,學生為Y,1,1005,
石介,宋宏,Directed,學生為Y,1,1005,1008
石介,杜默,Directed,學生為Y,1,1005,
石介,孟宗儒,Directed,學生為Y,1,1005,
石介,張續,Directed,學生為Y,1,1005,
石介,趙狩,Directed,學生為Y,1,1005,
石介,趙澤,Directed,學生為Y,1,1005,
石介,姜潛,Directed,弟子為Y,1,1005,
石恪,焦錫,Directed,學生為Y,1,,
石牧之,葉經,Directed,學生為Y,1,1015,
石泰,薛式,Directed,學生為Y,1,1095,
石一鰲,王龍澤,Directed,學生為Y,1,,1244
石一鰲,王龍友,Directed,弟子為Y,1,,1246
石一鰲,王龍澤,Directed,弟子為Y,1,,1244
石一鼇,陳取青,Directed,學生為Y,1,1230,1240
史漸,楊泰之,Directed,門人為Y,1,1116,1169
史漸,楊泰之,Directed,學生為Y,1,1116,1169
史彌遠,黃師雍,Directed,門人為Y,1,1164,1196
史清卿,蘇轍,Directed,門人為Y,1,,1039
史清卿,蘇軾,Directed,門人為Y,1,,1036
史炤,蘇軾,Directed,學生為Y,1,,1036
士建中,趙狩,Directed,學生為Y,1,981,
釋藏休,釋守澄,Directed,弟子為Y,1,884,
釋藏休,釋守圓,Directed,弟子為Y,1,884,
釋藏休,釋守深,Directed,弟子為Y,1,884,
釋楚圓,釋贊元,Directed,弟子為Y,1,,1023
釋從諫,釋應如,Directed,門人為Y,1,,
釋從諫,釋擇卿,Directed,弟子為Y,1,,
釋道潛,釋環省,Directed,門人為Y,1,,
釋道元,釋行深,Directed,弟子為Y,1,907,
釋道元,釋行隆,Directed,弟子為Y,1,907,
釋法雨,釋智定,Directed,弟子為Y,1,1043,
釋法雨,釋智海,Directed,弟子為Y,1,1043,
釋法雨,釋智元,Directed,弟子為Y,1,1043,
釋法雨,釋智福,Directed,弟子為Y,1,1043,
釋法雨,釋智登,Directed,弟子為Y,1,1043,
釋法雨,釋智滿,Directed,弟子為Y,1,1043,
釋廣智,釋繼忠,Directed,弟子為Y,1,,1019
釋果圜,釋廣明,Directed,門人為Y,1,1072,
釋海印,釋諱才,Directed,門人為Y,1,1032,
釋懷澄,釋慧南,Directed,弟子為Y,1,,1002
釋慧南,釋懷秀,Directed,弟子為Y,1,1002,
釋慧南,釋德普,Directed,弟子為Y,1,1002,1024
釋慧印,釋宗本,Directed,學生為Y,1,1053,
釋麻衣,劉牧,Directed,弟子為Y,1,,1011
釋麻衣,种放,Directed,弟子為Y,1,,952
釋麻衣,李溉,Directed,弟子為Y,1,,
釋妙慧,釋顯達,Directed,學生為Y,1,,1018
釋某某,釋審定,Directed,學生為Y,1,,933
釋普閏,釋普榮,Directed,弟子為Y,1,,1093
釋如縱,釋德會,Directed,弟子為Y,1,,
釋紹月,釋希詮,Directed,弟子為Y,1,915,
釋紹月,釋希隱,Directed,弟子為Y,1,915,
釋紹月,釋希德,Directed,弟子為Y,1,915,
釋紹月,釋希通,Directed,弟子為Y,1,915,
釋紹月,釋希覺,Directed,弟子為Y,1,915,
釋紹月,釋文證,Directed,弟子為Y,1,915,
釋紹月,釋文遂,Directed,弟子為Y,1,915,
釋紹月,釋文顯,Directed,弟子為Y,1,915,
釋紹月,釋文誨,Directed,弟子為Y,1,915,
釋紹月,釋文遠,Directed,弟子為Y,1,915,
釋紹月,釋文遇,Directed,弟子為Y,1,915,
釋紹月,釋文義,Directed,弟子為Y,1,915,
釋紹月,釋文安,Directed,弟子為Y,1,915,
釋審定,伴姑,Directed,學生為Y,1,933,
釋省念,釋蘊聰,Directed,弟子為Y,1,926,
釋守諲,釋俀兒,Directed,弟子為Y,1,931,
釋思達,釋法雨,Directed,弟子為Y,1,,1043
釋惟清,釋應端,Directed,門人為Y,1,,
釋惟清,釋諱才,Directed,門人為Y,1,,
釋悟新,釋諱才,Directed,門人為Y,1,,
釋義懷,釋懷秀,Directed,弟子為Y,1,,
釋義懷,釋法秀,Directed,弟子為Y,1,,1027
釋元熙,釋大訢,Directed,學生為Y,1,1238,1284
釋智海,釋曇異,Directed,門人為Y,1,1009,1039
釋智深,釋道英,Directed,弟子為Y,1,1019,
釋智深,釋某某（釋智深之弟子）,Directed,弟子為Y,1,1019,
釋智深,釋某某（釋智深之弟子）,Directed,弟子為Y,1,1019,
釋智深,釋某某（釋智深之弟子）,Directed,弟子為Y,1,1019,
釋智深,釋某某（釋智深之弟子）,Directed,弟子為Y,1,1019,
釋智深,釋某某（釋智深之弟子）,Directed,弟子為Y,1,1019,
釋宗杲,釋曇密,Directed,門人為Y,1,1089,
舒璘,袁肅,Directed,學生為Y,1,1136,1169
舒璘,竺欣,Directed,學生為Y,1,1136,1119
舒璘,汪行簡,Directed,學生為Y,1,1136,
舒璘,羅子有,Directed,學生為Y,1,1136,
舒嶽祥,林處恭,Directed,學生為Y,1,1236,
司馬光,歐陽中立,Directed,門人為Y,1,1019,1049
司馬光,蘇轍,Directed,學生為Y,1,1019,1039
司馬光,劉安世,Directed,學生為Y,1,1019,1048
司馬光,邢居實,Directed,學生為Y,1,1019,1068
司馬光,李陶,Directed,學生為Y,1,1019,1038
司馬光,王寔,Directed,學生為Y,1,1019,1050
司馬光,樊資深,Directed,學生為Y,1,1019,
宋白,田錫,Directed,門人為Y,1,936,940
宋白,田錫,Directed,學生為Y,1,936,940
宋濂,徐孳,Directed,門人為Y,1,1310,
宋濂,吳志道,Directed,學生為Y,1,1310,
宋濂,戴灝,Directed,學生為Y,1,1310,1327
宋祁,胡稷言,Directed,學生為Y,1,998,1036
宋惟亮,任玠,Directed,學生為Y,1,,1107
蘇紳,蘇頌,Directed,學生為Y,1,989,1020
蘇紳,蘇頌,Directed,學生為Y,1,989,1020
蘇軾,畢仲游,Directed,門人為Y,1,1036,1047
蘇軾,李中行,Directed,門人為Y,1,1036,
蘇軾,黃庭堅,Directed,門人為Y,1,1036,1045
蘇軾,章援,Directed,門人為Y,1,1036,1058
蘇軾,崔閑,Directed,門人為Y,1,1036,
蘇軾,鄭少微,Directed,門人為Y,1,1036,1058
蘇軾,朱服,Directed,學生為Y,1,1036,1043
蘇軾,張耒,Directed,學生為Y,1,1036,1054
蘇軾,李廌,Directed,學生為Y,1,1036,1059
蘇軾,錢世雄,Directed,學生為Y,1,1036,1051
蘇軾,杜輿,Directed,學生為Y,1,1036,
蘇軾,姜君弼,Directed,學生為Y,1,1036,
蘇軾,孫勰,Directed,學生為Y,1,1036,1050
蘇軾,李斯立,Directed,學生為Y,1,1036,
蘇軾,崔子方,Directed,學生為Y,1,1036,
蘇軾,詹範,Directed,學生為Y,1,1036,1033
蘇軾,慕容暉,Directed,學生為Y,1,1036,
蘇庠,陳序,Directed,學生為Y,1,,
蘇庠,孫齍,Directed,學生為Y,1,,1086
蘇洵,孫鼛,Directed,門人為Y,1,1009,1042
蘇繹,蘇頌,Directed,學生為Y,1,1006,1020
蘇轍,韓駒,Directed,學生為Y,1,1039,1072
蘇轍,吳儔,Directed,學生為Y,1,1039,1064
蘇轍,章傅,Directed,弟子為Y,1,1039,
孫覿,鄒宗謨,Directed,學生為Y,1,1081,1105
孫復,張洞,Directed,門人為Y,1,992,1019
孫復,范純仁,Directed,門人為Y,1,992,1027
孫復,祖無擇,Directed,門人為Y,1,992,1011
孫復,呂希哲,Directed,門人為Y,1,992,1048
孫復,朱光庭,Directed,門人為Y,1,992,1037
孫復,李縕,Directed,門人為Y,1,992,1015
孫復,文彥博,Directed,學生為Y,1,992,1006
孫復,馬隨,Directed,學生為Y,1,992,1024
孫復,朱長文,Directed,學生為Y,1,992,1039
孫復,文彥若,Directed,學生為Y,1,992,1015
孫復,朱光庭,Directed,學生為Y,1,992,1037
孫復,張洞,Directed,學生為Y,1,992,
孫復,趙狩,Directed,學生為Y,1,992,
孫復,石介,Directed,弟子為Y,1,992,1005
孫介,李友仁,Directed,學生為Y,1,1114,1156
孫覺,陳襄,Directed,門人為Y,1,1028,1017
孫覺,傅楫,Directed,門人為Y,1,1028,1042
孫立節,胡埜,Directed,弟子為Y,1,1023,1088
孫沔,王略,Directed,門人為Y,1,989,
孫沔,王略,Directed,學生為Y,1,989,
孫時,李謨,Directed,門人為Y,1,1064,1082
孫時,孫覿,Directed,門人為Y,1,1064,1081
孫時,孫适,Directed,門人為Y,1,1064,1049
孫時,孫适,Directed,學生為Y,1,1064,1049
孫嵩,汪炎昶,Directed,學生為Y,1,1238,1190
孫炎,蔣敬,Directed,弟子為Y,1,1325,
孫彥及,吳儆,Directed,學生為Y,1,,1127
譚昉,王安石,Directed,學生為Y,1,,1021
湯漢,危復之,Directed,弟子為Y,1,1214,
唐震,胡應之,Directed,學生為Y,1,1212,
唐仲友,朱質,Directed,學生為Y,1,1136,1163
唐仲友,金式,Directed,學生為Y,1,1136,1154
唐仲友,葉秀發,Directed,學生為Y,1,1136,1161
唐仲友,傅定,Directed,弟子為Y,1,1136,
滕安上,趙時勉,Directed,學生為Y,1,1242,1274
滕璘,梅寬夫,Directed,學生為Y,1,1150,1241
童居易,嚴畏,Directed,學生為Y,1,1187,
汪克寬,任元,Directed,學生為Y,1,1304,1328
汪克寬,任序,Directed,學生為Y,1,1304,1330
汪應辰,呂祖謙,Directed,學生為Y,1,1118,1137
汪應辰,鄭僑,Directed,學生為Y,1,1118,1139
汪應辰,張傑,Directed,學生為Y,1,1118,1133
汪應辰,章穎,Directed,學生為Y,1,1118,1145
汪應辰,趙焯,Directed,學生為Y,1,1118,1120
汪應辰,樂洪,Directed,學生為Y,1,1118,
汪元春,徐天錫,Directed,學生為Y,1,1208,
汪元春,徐天彝,Directed,學生為Y,1,1208,
汪藻,陳袤,Directed,門人為Y,1,1079,1088
王安國,晁補之,Directed,學生為Y,1,1028,1049
王安石,楊訓,Directed,門人為Y,1,1021,1052
王安石,顧棠,Directed,門人為Y,1,1021,
王安石,張僅,Directed,門人為Y,1,1021,1035
王安石,俞紫琳,Directed,門人為Y,1,1021,1025
王安石,許允成,Directed,門人為Y,1,1021,
王安石,龔原,Directed,學生為Y,1,1021,1033
王安石,李定,Directed,學生為Y,1,1021,1028
王安石,鮑由,Directed,學生為Y,1,1021,1061
王安石,蔡肇,Directed,學生為Y,1,1021,1056
王安石,韓宗厚,Directed,學生為Y,1,1021,1042
王安石,王伯起,Directed,學生為Y,1,1021,1044
王安石,王無咎,Directed,學生為Y,1,1021,1024
王安石,葉濤,Directed,學生為Y,1,1021,1043
王安石,蔡卞,Directed,學生為Y,1,1021,1058
王安石,陳度,Directed,學生為Y,1,1021,1049
王安石,鄭俠,Directed,學生為Y,1,1021,1041
王安石,沈銖,Directed,學生為Y,1,1021,1043
王安石,孫適,Directed,學生為Y,1,1021,1028
王安石,蔡淵,Directed,學生為Y,1,1021,1034
王安石,蔡淵,Directed,學生為Y,1,1021,1034
王安石,王沇之,Directed,學生為Y,1,1021,1052
王安石,馬希孟,Directed,學生為Y,1,1021,1043
王安石,孟厚,Directed,學生為Y,1,1021,
王安石,汪澥,Directed,學生為Y,1,1021,1042
王安石,顧棠,Directed,學生為Y,1,1021,
王安石,陳輔,Directed,學生為Y,1,1021,
王柏,王侃,Directed,學生為Y,1,1197,1186
王柏,金履祥,Directed,學生為Y,1,1197,1232
王柏,王賁,Directed,學生為Y,1,1197,
王柏,車若水,Directed,學生為Y,1,1197,
王柏,周敬孫,Directed,學生為Y,1,1197,
王柏,陳天瑞,Directed,學生為Y,1,1197,1239
王柏,盛象翁,Directed,學生為Y,1,1197,
王柏,楊錡,Directed,學生為Y,1,1197,
王柏,張䇓,Directed,學生為Y,1,1197,1236
王柏,張莘夫,Directed,學生為Y,1,1197,1249
王柏,項詵老,Directed,學生為Y,1,1197,1263
王柏,王佖,Directed,弟子為Y,1,1197,1186
王柏,王珹,Directed,弟子為Y,1,1197,1247
王柏,朱致中,Directed,弟子為Y,1,1197,
王葆,程迥,Directed,學生為Y,1,1098,1133
王綽,王汶,Directed,學生為Y,1,,
王綽,薛蒙,Directed,學生為Y,1,,
王次翁,蔡彌邵,Directed,學生為Y,1,1079,1116
王大寶,張栻,Directed,學生為Y,1,1094,1133
王汾,張寓,Directed,學生為Y,1,1023,1067
王艮,高遜志,Directed,門人為Y,1,1278,1339
王龔,王珉,Directed,學生為Y,1,,
王龔,劉棠,Directed,學生為Y,1,,1108
王龔,王巖,Directed,學生為Y,1,,
王國望,文天祥,Directed,門人為Y,1,1232,1236
王國望,文天祥,Directed,學生為Y,1,1232,1236
王瀚,項詵老,Directed,學生為Y,1,1152,1263
王珏,杜文甫,Directed,學生為Y,1,1112,1241
王珏,杜文甫,Directed,學生為Y,1,1238,1241
王珏,林起潛,Directed,學生為Y,1,1238,
王開祖,戴士先,Directed,學生為Y,1,1017,1035
王夢松,余學古,Directed,學生為Y,1,1186,1221
王蘋,范如圭,Directed,學生為Y,1,1082,1102
王蘋,曾幾,Directed,學生為Y,1,1082,1084
王蘋,楊邦弼,Directed,學生為Y,1,1082,1112
王蘋,陳長方,Directed,學生為Y,1,1082,1108
王蘋,曾逮,Directed,學生為Y,1,1082,1114
王蘋,章悊,Directed,學生為Y,1,1082,1075
王蘋,章憲,Directed,學生為Y,1,1082,1075
王蘋,陳少方,Directed,學生為Y,1,1082,1067
王蘋,周憲,Directed,學生為Y,1,1082,
王蘋,施庭先,Directed,學生為Y,1,1082,
王琦,鍾季正,Directed,學生為Y,1,,
王仁裕,王溥,Directed,學生為Y,1,880,922
王若訥,石一鰲,Directed,學生為Y,1,1217,
王若訥,石一鼇,Directed,學生為Y,1,1217,1230
王十朋,周世則,Directed,門人為Y,1,1112,1124
王十朋,方升,Directed,門人為Y,1,1112,
王十朋,萬庠,Directed,學生為Y,1,1112,1127
王十朋,葉士寧,Directed,學生為Y,1,1112,1145
王世傑,石一鼇,Directed,學生為Y,1,1205,1230
王世傑,石一鰲,Directed,弟子為Y,1,1205,
王壽卿,李侁,Directed,門人為Y,1,1060,
王絲,沈僑,Directed,學生為Y,1,989,977
王泰來,劉辰翁,Directed,學生為Y,1,,1232
王泰來,劉辰翁,Directed,弟子為Y,1,,1232
王庭珪,劉江,Directed,門人為Y,1,1080,
王庭珪,劉璪,Directed,學生為Y,1,1080,1096
王庭珪,劉九垓,Directed,學生為Y,1,1080,
王鑐,袁洪,Directed,學生為Y,1,1235,1245
王炎,彭圖南,Directed,學生為Y,1,1138,
王毅,章溢,Directed,學生為Y,1,1303,1314
王毅,章溢,Directed,學生為Y,1,1303,1314
王毅,章溢,Directed,學生為Y,1,1303,1314
王應麟,袁桷,Directed,門人為Y,1,1223,1266
王應麟,袁桷,Directed,學生為Y,1,1223,1266
王應麟,史蒙卿,Directed,學生為Y,1,1223,1247
王應麟,黃叔雅,Directed,學生為Y,1,1223,1267
王應麟,戴表元,Directed,學生為Y,1,1223,1244
王應麟,胡三省,Directed,學生為Y,1,1223,1229
王應麟,史晏卿,Directed,學生為Y,1,1223,
王應麟,楊湲,Directed,學生為Y,1,1223,
王應麟,趙孟,Directed,學生為Y,1,1223,
王應麟,王惟賢,Directed,弟子為Y,1,1223,
王元章,戚象祖,Directed,學生為Y,1,,1254
王之望,王十朋,Directed,學生為Y,1,1103,1112
王致,史簡,Directed,弟子為Y,1,1010,1034
危和,羅晉,Directed,學生為Y,1,1166,1196
危素,曾蕃,Directed,學生為Y,1,1303,1320
危稹,羅晉,Directed,學生為Y,1,1157,1196
衛培,郭翼,Directed,學生為Y,1,,1305
魏了翁,史繩祖,Directed,門人為Y,1,1178,
魏了翁,許玠,Directed,門人為Y,1,1178,
魏了翁,稅與權,Directed,門人為Y,1,1178,
魏了翁,牟子才,Directed,學生為Y,1,1178,1193
魏了翁,汪大發,Directed,學生為Y,1,1178,
魏了翁,胡揚,Directed,學生為Y,1,1178,1165
魏了翁,郭黃中,Directed,學生為Y,1,1178,1200
魏了翁,程安之,Directed,學生為Y,1,1178,1198
魏了翁,蔣山,Directed,學生為Y,1,1178,
魏了翁,蔣公順,Directed,學生為Y,1,1178,
魏了翁,嚴師夔,Directed,學生為Y,1,1178,
魏杞,張良臣,Directed,學生為Y,1,1121,1133
魏謙光,陳葵,Directed,學生為Y,1,,1139
魏野,馮亞,Directed,學生為Y,1,960,
魏元吉,凌宗旦,Directed,弟子為Y,1,,
文道南,凌策,Directed,學生為Y,1,,957
文道南,凌策,Directed,學生為Y,1,,957
文天祥,趙文,Directed,門人為Y,1,1236,1239
文天祥,趙文,Directed,門人為Y,1,1236,1239
文天祥,趙彊,Directed,門人為Y,1,1236,1212
文天祥,陳子敬,Directed,學生為Y,1,1236,
文同,吳璜,Directed,學生為Y,1,1018,
文彥博,林志寧,Directed,門人為Y,1,1006,
聞人夢吉,唐元嘉,Directed,門人為Y,1,1293,1324
聞人夢吉,吳履仁,Directed,門人為Y,1,1293,
聞人夢吉,宋濂,Directed,學生為Y,1,1293,1310
聞人夢吉,吳履,Directed,學生為Y,1,1293,1322
聞人夢吉,唐以仁,Directed,學生為Y,1,1293,
聞人夢吉,吳履,Directed,學生為Y,1,1293,
聞人滋,程迥,Directed,學生為Y,1,,1133
吳參倚,王應麟,Directed,學生為Y,1,,1223
吳澄,焦位,Directed,門人為Y,1,1249,
吳澄,陳徵,Directed,學生為Y,1,1249,1297
吳澄,危素,Directed,學生為Y,1,1249,1303
吳澄,潘音,Directed,學生為Y,1,1249,1270
吳澄,鮑恂,Directed,學生為Y,1,1249,1305
吳澄,朱夏,Directed,學生為Y,1,1249,1289
吳方慶,李綱,Directed,學生為Y,1,,1083
吳萊,宋濂,Directed,學生為Y,1,1297,1310
吳萊,宋濂,Directed,學生為Y,1,1297,1310
吳萊,戴良,Directed,學生為Y,1,1297,1317
吳萊,鄭深,Directed,學生為Y,1,1297,1314
吳萊,胡翰,Directed,學生為Y,1,1297,1307
吳萊,陳士貞,Directed,學生為Y,1,1297,1302
吳萊,傅致柔,Directed,學生為Y,1,1297,1313
吳萊,樓光亨,Directed,學生為Y,1,1297,1296
吳溥,高遜志,Directed,門人為Y,1,1370,1339
吳潛,陳鳳,Directed,學生為Y,1,1187,
吳潛,陸天驥,Directed,學生為Y,1,1187,
吳潛,錢大有,Directed,學生為Y,1,1187,
吳仁父,朱熹,Directed,門人為Y,1,,1130
吳師道,胡翰,Directed,學生為Y,1,1283,1307
吳師道,徐原,Directed,學生為Y,1,1283,
吳師道,趙良恭,Directed,學生為Y,1,1283,1317
吳晞,宋元則,Directed,學生為Y,1,,1128
吳羨門,胡淵,Directed,學生為Y,1,1023,1050
吳雄,宋慈,Directed,學生為Y,1,1148,1183
吳雄,宋普,Directed,學生為Y,1,1148,1183
吳儀,羅從彥,Directed,學生為Y,1,1044,1072
吳直方,脫脫,Directed,學生為Y,1,1275,1314
吳直方,也先帖木兒,Directed,學生為Y,1,1275,1269
吳子良,劉莊孫,Directed,學生為Y,1,1197,1234
項安世,鄭克寬,Directed,學生為Y,1,1145,
蕭楚,趙暘,Directed,學生為Y,1,1064,1064
蕭楚,趙暘,Directed,弟子為Y,1,1064,1064
蕭楚,胡銓,Directed,弟子為Y,1,1064,1102
蕭顗,朱松,Directed,學生為Y,1,,1097
謝諤,曾機,Directed,學生為Y,1,1121,1137
謝諤,曾震,Directed,學生為Y,1,1121,1136
謝諤,左揆,Directed,學生為Y,1,1121,
謝諤,左揆,Directed,學生為Y,1,1121,
謝諤,胡箕,Directed,弟子為Y,1,1121,1122
謝諤,歐陽樸,Directed,弟子為Y,1,1121,1142
謝枋得,王濟淵,Directed,門人為Y,1,1225,
謝枋得,王億,Directed,學生為Y,1,1225,
謝枋得,方南一,Directed,弟子為Y,1,1225,
謝良佐,胡安國,Directed,學生為Y,1,1039,1074
謝良佐,鄭轂,Directed,學生為Y,1,1039,1088
謝良佐,詹勉,Directed,學生為Y,1,1039,
謝良佐,謝襲,Directed,學生為Y,1,1039,
