Source,Target,Type,Label,Weight,Person_Index_Year,Assoc_Index_Year
朱熹,竇澄,Directed,門人為Y,1,1130,
朱熹,曹叔遠,Directed,門人為Y,1,1130,1160
朱熹,程洵,Directed,門人為Y,1,1130,1135
朱熹,董銖,Directed,門人為Y,1,1130,1152
朱熹,陳文蔚,Directed,門人為Y,1,1130,1154
朱熹,翁易,Directed,門人為Y,1,1130,1166
朱熹,吳獵,Directed,門人為Y,1,1130,1143
朱熹,楊至,Directed,門人為Y,1,1130,
朱熹,趙綸,Directed,門人為Y,1,1130,1164
朱熹,吳琮,Directed,門人為Y,1,1130,1154
朱熹,劉堯夫,Directed,門人為Y,1,1130,
朱熹,廖德明,Directed,門人為Y,1,1130,1139
朱熹,鍾震,Directed,門人為Y,1,1130,1166
朱熹,高松,Directed,門人為Y,1,1130,1154
朱熹,趙子明(字),Directed,門人為Y,1,1130,1070
朱熹,程端蒙,Directed,門人為Y,1,1130,1143
朱熹,魏孝伯,Directed,門人為Y,1,1130,1146
朱熹,饒幹,Directed,門人為Y,1,1130,1145
朱熹,葉湜,Directed,門人為Y,1,1130,1168
朱熹,江默,Directed,門人為Y,1,1130,1139
朱熹,劉黻,Directed,門人為Y,1,1130,1178
朱熹,劉黼,Directed,門人為Y,1,1130,1180
朱熹,林至,Directed,門人為Y,1,1130,1147
朱熹,杜旝,Directed,門人為Y,1,1130,
朱熹,王阮,Directed,門人為Y,1,1130,1145
朱熹,趙師騫,Directed,門人為Y,1,1130,1150
朱熹,趙師游,Directed,門人為Y,1,1130,1150
朱熹,劉炎,Directed,門人為Y,1,1130,
朱熹,王景仁,Directed,門人為Y,1,1130,
朱熹,鄭性之,Directed,門人為Y,1,1130,1172
朱熹,葉味道,Directed,門人為Y,1,1130,1190
朱熹,康淵,Directed,門人為Y,1,1130,
朱熹,方伯起,Directed,門人為Y,1,1130,
朱熹,劉成道,Directed,門人為Y,1,1130,
朱熹,趙唯夫,Directed,門人為Y,1,1130,
朱熹,楊復,Directed,門人為Y,1,1130,
朱熹,饒敏學,Directed,門人為Y,1,1130,
朱熹,甘節,Directed,門人為Y,1,1130,
朱熹,丘珏,Directed,門人為Y,1,1130,
朱熹,江孚先,Directed,門人為Y,1,1130,
朱熹,任忠厚,Directed,門人為Y,1,1130,
朱熹,朱魯叔,Directed,門人為Y,1,1130,
朱熹,宋之源,Directed,門人為Y,1,1130,1158
朱熹,宋斌,Directed,門人為Y,1,1130,
朱熹,杜範,Directed,門人為Y,1,1130,1182
朱熹,李大訓,Directed,門人為Y,1,1130,1166
朱熹,李亢宗,Directed,門人為Y,1,1130,
朱熹,李周翰,Directed,門人為Y,1,1130,1223
朱熹,吳玭,Directed,門人為Y,1,1130,1152
朱熹,李伯誠,Directed,門人為Y,1,1130,
朱熹,吳倫,Directed,門人為Y,1,1130,
朱熹,吳昶,Directed,門人為Y,1,1130,1156
朱熹,吳壽昌,Directed,門人為Y,1,1130,
朱熹,呂炎,Directed,門人為Y,1,1130,
朱熹,吳振,Directed,門人為Y,1,1130,1157
朱熹,呂煥,Directed,門人為Y,1,1130,
朱熹,呂燾,Directed,門人為Y,1,1130,
朱熹,林羽,Directed,門人為Y,1,1130,
朱熹,余思齋,Directed,門人為Y,1,1130,
朱熹,林大春,Directed,門人為Y,1,1130,
朱熹,林用中,Directed,門人為Y,1,1130,
朱熹,周良,Directed,門人為Y,1,1130,1184
朱熹,林夔孫,Directed,門人為Y,1,1130,
朱熹,林易簡,Directed,門人為Y,1,1130,
朱熹,范元裕,Directed,門人為Y,1,1130,1162
朱熹,諸葛千能,Directed,門人為Y,1,1130,1151
朱熹,孫調,Directed,門人為Y,1,1130,1126
朱熹,孫自任,Directed,門人為Y,1,1130,
朱熹,許升,Directed,門人為Y,1,1130,1122
朱熹,許瑾,Directed,門人為Y,1,1130,
朱熹,許儉,Directed,門人為Y,1,1130,
朱熹,許文蔚,Directed,門人為Y,1,1130,1160
朱熹,曹建,Directed,門人為Y,1,1130,1120
朱熹,子升,Directed,門人為Y,1,1130,
朱熹,方毅父,Directed,門人為Y,1,1130,
朱熹,王力行,Directed,門人為Y,1,1130,
朱熹,王子充,Directed,門人為Y,1,1130,
朱熹,王子周,Directed,門人為Y,1,1130,
朱熹,王壬,Directed,門人為Y,1,1130,
朱熹,王朝,Directed,門人為Y,1,1130,
朱熹,朱季繹,Directed,門人為Y,1,1130,
朱熹,江元益,Directed,門人為Y,1,1130,
朱熹,江疇,Directed,門人為Y,1,1130,
朱熹,何巨源,Directed,門人為Y,1,1130,
朱熹,余正父(字),Directed,門人為Y,1,1130,
朱熹,余潔,Directed,門人為Y,1,1130,
朱熹,吳伯英(字),Directed,門人為Y,1,1130,
朱熹,吳伯遊,Directed,門人為Y,1,1130,
朱熹,吳知先,Directed,門人為Y,1,1130,
朱熹,吳南,Directed,門人為Y,1,1130,
朱熹,吳浩,Directed,門人為Y,1,1130,
朱熹,吳楶,Directed,門人為Y,1,1130,
朱熹,杜煜,Directed,門人為Y,1,1130,
朱熹,金去偽,Directed,門人為Y,1,1130,
朱熹,金朋說,Directed,門人為Y,1,1130,
朱熹,徐寓,Directed,門人為Y,1,1130,
朱熹,徐昭然,Directed,門人為Y,1,1130,
朱熹,郭叔雲,Directed,門人為Y,1,1130,
朱熹,張宗說,Directed,門人為Y,1,1130,
朱熹,張彥清,Directed,門人為Y,1,1130,1155
朱熹,張顯父,Directed,門人為Y,1,1130,1157
朱熹,陳易,Directed,門人為Y,1,1130,1166
朱熹,陳埴,Directed,門人為Y,1,1130,1157
朱熹,陳範,Directed,門人為Y,1,1130,1184
朱熹,陳駿,Directed,門人為Y,1,1130,1139
朱熹,陳邦衡,Directed,門人為Y,1,1130,
朱熹,馮洽,Directed,門人為Y,1,1130,
朱熹,馮椅,Directed,門人為Y,1,1130,1163
朱熹,馮允中,Directed,門人為Y,1,1130,
朱熹,游倪,Directed,門人為Y,1,1130,
朱熹,游儆,Directed,門人為Y,1,1130,
朱熹,童伯羽,Directed,門人為Y,1,1130,
朱熹,曾祖道,Directed,門人為Y,1,1130,
朱熹,曾逢震,Directed,門人為Y,1,1130,
朱熹,曾興宗,Directed,門人為Y,1,1130,1146
朱熹,黃卓,Directed,門人為Y,1,1130,
朱熹,黃寅,Directed,門人為Y,1,1130,
朱熹,黃士毅,Directed,門人為Y,1,1130,
朱熹,黃孝恭,Directed,門人為Y,1,1130,
朱熹,黃義勇,Directed,門人為Y,1,1130,
朱熹,黃義剛,Directed,門人為Y,1,1130,
朱熹,黃顯子,Directed,門人為Y,1,1130,
朱熹,賀善,Directed,門人為Y,1,1130,
朱熹,傅修,Directed,門人為Y,1,1130,1139
朱熹,程樗,Directed,門人為Y,1,1130,
朱熹,程若中,Directed,門人為Y,1,1130,
朱熹,楊驤,Directed,門人為Y,1,1130,
朱熹,楊友直,Directed,門人為Y,1,1130,
朱熹,楊道夫,Directed,門人為Y,1,1130,
朱熹,楊若海,Directed,門人為Y,1,1130,
朱熹,楊與立,Directed,門人為Y,1,1130,1186
朱熹,楊履正,Directed,門人為Y,1,1130,
朱熹,㬊淵,Directed,門人為Y,1,1130,
朱熹,董拱壽,Directed,門人為Y,1,1130,
朱熹,萬人英,Directed,門人為Y,1,1130,
朱熹,萬人傑,Directed,門人為Y,1,1130,
朱熹,葉震,Directed,門人為Y,1,1130,
朱熹,葉文炳,Directed,門人為Y,1,1130,1150
朱熹,葉武子,Directed,門人為Y,1,1130,1183
朱熹,葉任道,Directed,門人為Y,1,1130,1192
朱熹,詹介,Directed,門人為Y,1,1130,
朱熹,詹淳,Directed,門人為Y,1,1130,
朱熹,鄒輗,Directed,門人為Y,1,1130,
朱熹,鄒補之,Directed,門人為Y,1,1130,1145
朱熹,廖謙,Directed,門人為Y,1,1130,1157
朱熹,廖晉卿(字),Directed,門人為Y,1,1130,
朱熹,趙唐卿,Directed,門人為Y,1,1130,
朱熹,趙師,Directed,門人為Y,1,1130,1160
朱熹,趙師恕,Directed,門人為Y,1,1130,
朱熹,熊兆,Directed,門人為Y,1,1130,
朱熹,潘時舉,Directed,門人為Y,1,1130,
朱熹,鄭文遹,Directed,門人為Y,1,1130,1168
朱熹,鄭申之,Directed,門人為Y,1,1130,1139
朱熹,鄭南升,Directed,門人為Y,1,1130,
朱熹,鄭師孟,Directed,門人為Y,1,1130,
朱熹,鄧絅,Directed,門人為Y,1,1130,
朱熹,鄧聘君,Directed,門人為Y,1,1130,
朱熹,歐陽光祖,Directed,門人為Y,1,1130,1142
朱熹,歐陽謙之,Directed,門人為Y,1,1130,
朱熹,蔡念成,Directed,門人為Y,1,1130,
朱熹,黎貴臣,Directed,門人為Y,1,1130,
朱熹,滕璘,Directed,門人為Y,1,1130,1150
朱熹,劉砥,Directed,門人為Y,1,1130,
朱熹,劉賁,Directed,門人為Y,1,1130,
朱熹,劉鏡,Directed,門人為Y,1,1130,
朱熹,劉礪,Directed,門人為Y,1,1130,
朱熹,劉剛中,Directed,門人為Y,1,1130,1181
朱熹,蕭佐,Directed,門人為Y,1,1130,
朱熹,錢木之,Directed,門人為Y,1,1130,
朱熹,戴智老,Directed,門人為Y,1,1130,
朱熹,魏椿,Directed,門人為Y,1,1130,
朱熹,嚴世文,Directed,門人為Y,1,1130,
朱熹,饒克明(字),Directed,門人為Y,1,1130,
朱熹,蘇實,Directed,門人為Y,1,1130,
朱熹,蘇宜久(字),Directed,門人為Y,1,1130,
朱熹,魏丙,Directed,門人為Y,1,1130,
朱熹,戴邁,Directed,門人為Y,1,1130,
朱熹,戴明伯(字),Directed,門人為Y,1,1130,
朱熹,鍾震,Directed,門人為Y,1,1130,
朱熹,鍾子,Directed,門人為Y,1,1130,
朱熹,蕭增光(字),Directed,門人為Y,1,1130,
朱熹,蕭景昭(字),Directed,門人為Y,1,1130,
朱熹,蕭長夫,Directed,門人為Y,1,1130,
朱熹,黎季成,Directed,門人為Y,1,1130,
朱熹,閭丘次孟(字),Directed,門人為Y,1,1130,
朱熹,鍾唐傑(字),Directed,門人為Y,1,1130,
朱熹,鄧子禮,Directed,門人為Y,1,1130,
朱熹,鄭光弼,Directed,門人為Y,1,1130,
朱熹,鄭仲履,Directed,門人為Y,1,1130,
朱熹,陳日善(字),Directed,門人為Y,1,1130,
朱熹,陳仲卿,Directed,門人為Y,1,1130,
朱熹,李文,Directed,門人為Y,1,1130,
朱熹,李約之,Directed,門人為Y,1,1130,
朱熹,李雄,Directed,門人為Y,1,1130,
朱熹,李維申,Directed,門人為Y,1,1130,
朱熹,李夢先,Directed,門人為Y,1,1130,
朱熹,李德之,Directed,門人為Y,1,1130,
朱熹,汪正甫,Directed,門人為Y,1,1130,
朱熹,汪季良,Directed,門人為Y,1,1130,
朱熹,辛適正,Directed,門人為Y,1,1130,
朱熹,周介,Directed,門人為Y,1,1130,
朱熹,周方,Directed,門人為Y,1,1130,1216
朱熹,周亨仲,Directed,門人為Y,1,1130,1143
朱熹,周樁,Directed,門人為Y,1,1130,
朱熹,周震亨,Directed,門人為Y,1,1130,
朱熹,林子淵,Directed,門人為Y,1,1130,
朱熹,林仁寶,Directed,門人為Y,1,1130,
朱熹,林仲參,Directed,門人為Y,1,1130,
朱熹,林充之,Directed,門人為Y,1,1130,
朱熹,林性之,Directed,門人為Y,1,1130,
朱熹,林恪,Directed,門人為Y,1,1130,
朱熹,林恭甫,Directed,門人為Y,1,1130,
朱熹,林揆,Directed,門人為Y,1,1130,
朱熹,林賜,Directed,門人為Y,1,1130,
朱熹,季容甫,Directed,門人為Y,1,1130,
朱熹,邵漢臣,Directed,門人為Y,1,1130,
朱熹,俞潔己,Directed,門人為Y,1,1130,
朱熹,南城熊,Directed,門人為Y,1,1130,
朱熹,姜大中,Directed,門人為Y,1,1130,
朱熹,胡杓,Directed,門人為Y,1,1130,
朱熹,唐總卿,Directed,門人為Y,1,1130,
朱熹,徐子顏,Directed,門人為Y,1,1130,
朱熹,徐元震,Directed,門人為Y,1,1130,
朱熹,徐孟實,Directed,門人為Y,1,1130,
朱熹,徐彥章,Directed,門人為Y,1,1130,
朱熹,徐容,Directed,門人為Y,1,1130,
朱熹,徐琳,Directed,門人為Y,1,1130,
朱熹,袁子節,Directed,門人為Y,1,1130,
朱熹,馬節之,Directed,門人為Y,1,1130,
朱熹,張公巽,Directed,門人為Y,1,1130,
朱熹,張仁叟(字),Directed,門人為Y,1,1130,
朱熹,張以道(字),Directed,門人為Y,1,1130,
朱熹,梁謙,Directed,門人為Y,1,1130,
朱熹,許子春,Directed,門人為Y,1,1130,
朱熹,許閎,Directed,門人為Y,1,1130,
朱熹,許敬之(字),Directed,門人為Y,1,1130,
朱熹,郭友仁,Directed,門人為Y,1,1130,
朱熹,郭植,Directed,門人為Y,1,1130,
朱熹,郭逍遙,Directed,門人為Y,1,1130,
朱熹,陳士直,Directed,門人為Y,1,1130,
朱熹,陳子安(字),Directed,門人為Y,1,1130,
朱熹,陳公直(字),Directed,門人為Y,1,1130,
朱熹,陳希周,Directed,門人為Y,1,1130,
朱熹,陳希真,Directed,門人為Y,1,1130,
朱熹,陳芝,Directed,門人為Y,1,1130,
朱熹,陳邦鑰,Directed,門人為Y,1,1130,
朱熹,陳厚之,Directed,門人為Y,1,1130,
朱熹,陳祖永,Directed,門人為Y,1,1130,
朱熹,陳寅仲(字),Directed,門人為Y,1,1130,
朱熹,陳寅伯(字),Directed,門人為Y,1,1130,
朱熹,陳華,Directed,門人為Y,1,1130,
朱熹,陳萃,Directed,門人為Y,1,1130,
朱熹,陳敬之,Directed,門人為Y,1,1130,
朱熹,陳齊仲,Directed,門人為Y,1,1130,
朱熹,陳夢良,Directed,門人為Y,1,1130,
朱熹,陶安國(字),Directed,門人為Y,1,1130,
朱熹,陸伯振,Directed,門人為Y,1,1130,
朱熹,舒高,Directed,門人為Y,1,1130,
朱熹,傅君定(字),Directed,門人為Y,1,1130,
朱熹,傅定,Directed,門人為Y,1,1130,
朱熹,傅修,Directed,門人為Y,1,1130,
朱熹,馮德英(字),Directed,門人為Y,1,1130,
朱熹,黃子功,Directed,門人為Y,1,1130,
朱熹,黃有開,Directed,門人為Y,1,1130,
朱熹,黃景申,Directed,門人為Y,1,1130,
朱熹,黃達才(字),Directed,門人為Y,1,1130,
朱熹,黃謙,Directed,門人為Y,1,1130,
朱熹,楊黻,Directed,門人為Y,1,1130,
朱熹,詹觀,Directed,門人為Y,1,1130,
朱熹,輔萬,Directed,門人為Y,1,1130,
朱熹,劉定夫,Directed,門人為Y,1,1130,1153
朱熹,劉居之,Directed,門人為Y,1,1130,
朱熹,劉思忠,Directed,門人為Y,1,1130,1151
朱熹,劉棟,Directed,門人為Y,1,1130,
朱熹,劉源,Directed,門人為Y,1,1130,
朱熹,魯可幾(字),Directed,門人為Y,1,1130,
朱熹,德先(字),Directed,門人為Y,1,1130,
朱熹,滕玶,Directed,門人為Y,1,1130,
朱熹,蔣元進,Directed,門人為Y,1,1130,
朱熹,蔣叔蒙,Directed,門人為Y,1,1130,
朱熹,蔣明之(字),Directed,門人為Y,1,1130,
朱熹,蔣端夫(字),Directed,門人為Y,1,1130,
朱熹,鄭大錫,Directed,門人為Y,1,1130,
朱熹,譚,Directed,門人為Y,1,1130,
朱熹,蔡㦛,Directed,門人為Y,1,1130,
朱熹,潘友恭,Directed,學生為Y,1,1130,1156
朱熹,潘友端,Directed,學生為Y,1,1130,1154
朱熹,湯泳,Directed,學生為Y,1,1130,
朱熹,石宗昭,Directed,學生為Y,1,1130,1142
朱熹,蔡元定,Directed,學生為Y,1,1130,1135
朱熹,蔡沆,Directed,學生為Y,1,1130,1165
朱熹,蔡沈,Directed,學生為Y,1,1130,1167
朱熹,趙師雍,Directed,學生為Y,1,1130,1157
朱熹,趙師蒧,Directed,學生為Y,1,1130,1175
朱熹,趙師端,Directed,學生為Y,1,1130,1154
朱熹,輔廣,Directed,學生為Y,1,1130,
朱熹,王瀚,Directed,學生為Y,1,1130,1152
朱熹,包約,Directed,學生為Y,1,1130,1150
朱熹,包揚,Directed,學生為Y,1,1130,1152
朱熹,包遜,Directed,學生為Y,1,1130,1152
朱熹,包恢,Directed,學生為Y,1,1130,1182
朱熹,曹彥純,Directed,學生為Y,1,1130,1155
朱熹,陳秠,Directed,學生為Y,1,1130,1154
朱熹,陳宇,Directed,學生為Y,1,1130,1143
朱熹,陳定,Directed,學生為Y,1,1130,1111
朱熹,潘柄,Directed,學生為Y,1,1130,1168
朱熹,黃榦,Directed,學生為Y,1,1130,1152
朱熹,黃榦,Directed,學生為Y,1,1130,1152
朱熹,劉學古,Directed,學生為Y,1,1130,1168
朱熹,趙崇度,Directed,學生為Y,1,1130,1175
朱熹,祝穆,Directed,學生為Y,1,1130,1190
朱熹,陳孔夙,Directed,學生為Y,1,1130,1169
朱熹,陳孔碩,Directed,學生為Y,1,1130,1145
朱熹,曾三聘,Directed,學生為Y,1,1130,1144
朱熹,石斗文,Directed,學生為Y,1,1130,1129
朱熹,陳枅,Directed,學生為Y,1,1130,1165
朱熹,章康,Directed,學生為Y,1,1130,1183
朱熹,傅伯成,Directed,學生為Y,1,1130,1143
朱熹,詹體仁,Directed,學生為Y,1,1130,1143
朱熹,詹淵,Directed,學生為Y,1,1130,1168
朱熹,劉爚,Directed,學生為Y,1,1130,1144
朱熹,劉炳,Directed,學生為Y,1,1130,1148
朱熹,劉炯,Directed,學生為Y,1,1130,1169
朱熹,周直卿,Directed,學生為Y,1,1130,
朱熹,徐僑,Directed,學生為Y,1,1130,1160
朱熹,方誼,Directed,學生為Y,1,1130,1132
朱熹,符敘,Directed,學生為Y,1,1130,1151
朱熹,郭津,Directed,學生為Y,1,1130,1158
朱熹,郭浩,Directed,學生為Y,1,1130,1158
朱熹,潘履孫,Directed,學生為Y,1,1130,1166
朱熹,彭尋,Directed,學生為Y,1,1130,1144
朱熹,彭蠡,Directed,學生為Y,1,1130,1146
朱熹,彭方,Directed,學生為Y,1,1130,1163
朱熹,黃謙,Directed,學生為Y,1,1130,1157
朱熹,任希夷,Directed,學生為Y,1,1130,1145
朱熹,李文子,Directed,學生為Y,1,1130,1163
朱熹,李季札,Directed,學生為Y,1,1130,1147
朱熹,劉淮,Directed,學生為Y,1,1130,1160
朱熹,杜爗,Directed,學生為Y,1,1130,1178
朱熹,李璠,Directed,學生為Y,1,1130,
朱熹,林鼐,Directed,學生為Y,1,1130,1144
朱熹,滕珙,Directed,學生為Y,1,1130,1157
朱熹,竇從周,Directed,學生為Y,1,1130,
朱熹,竇澄,Directed,學生為Y,1,1130,
朱熹,楊楫,Directed,學生為Y,1,1130,1150
朱熹,廖德明,Directed,學生為Y,1,1130,1139
朱熹,方禾,Directed,學生為Y,1,1130,1147
朱熹,李宗思,Directed,學生為Y,1,1130,1133
朱熹,張宗說,Directed,學生為Y,1,1130,1145
朱熹,張洽,Directed,學生為Y,1,1130,1178
朱熹,劉黻,Directed,學生為Y,1,1130,1178
朱熹,劉黻,Directed,學生為Y,1,1130,1178
朱熹,劉黼,Directed,學生為Y,1,1130,1180
朱熹,吳仁傑,Directed,學生為Y,1,1130,1148
朱熹,丁克,Directed,學生為Y,1,1130,
朱熹,丁克,Directed,學生為Y,1,1130,
朱熹,葉味道,Directed,學生為Y,1,1130,1190
朱熹,上官謐,Directed,學生為Y,1,1130,1130
朱熹,毛友誠,Directed,學生為Y,1,1130,
朱熹,方伯起,Directed,學生為Y,1,1130,
朱熹,劉成道,Directed,學生為Y,1,1130,
朱熹,王遇,Directed,學生為Y,1,1130,1142
朱熹,王過,Directed,學生為Y,1,1130,
朱熹,龔郯,Directed,學生為Y,1,1130,
朱熹,江嗣,Directed,學生為Y,1,1130,1115
朱熹,丘富國,Directed,學生為Y,1,1130,
朱熹,江文卿,Directed,學生為Y,1,1130,
朱熹,沈僴,Directed,學生為Y,1,1130,
朱熹,宋之汪,Directed,學生為Y,1,1130,1161
朱熹,宋之源,Directed,學生為Y,1,1130,1158
朱熹,李煇,Directed,學生為Y,1,1130,
朱熹,李杞,Directed,學生為Y,1,1130,
朱熹,李燔,Directed,學生為Y,1,1130,1160
朱熹,李大同,Directed,學生為Y,1,1130,1193
朱熹,李亢宗,Directed,學生為Y,1,1130,
朱熹,李孝述,Directed,學生為Y,1,1130,
朱熹,李孺用,Directed,學生為Y,1,1130,1172
朱熹,吳必大,Directed,學生為Y,1,1130,
朱熹,吳英,Directed,學生為Y,1,1130,1130
朱熹,林巒,Directed,學生為Y,1,1130,
朱熹,林補,Directed,學生為Y,1,1130,
朱熹,林仁實,Directed,學生為Y,1,1130,1150
朱熹,林允中,Directed,學生為Y,1,1130,
朱熹,林用中,Directed,學生為Y,1,1130,
朱熹,林憲卿,Directed,學生為Y,1,1130,1148
朱熹,林學履,Directed,學生為Y,1,1130,
朱熹,林夔孫,Directed,學生為Y,1,1130,
朱熹,林鼒,Directed,學生為Y,1,1130,1146
朱熹,周謨,Directed,學生為Y,1,1130,1141
朱熹,林師魯,Directed,學生為Y,1,1130,
朱熹,胡安之,Directed,學生為Y,1,1130,
朱熹,林得遇,Directed,學生為Y,1,1130,
朱熹,范念德,Directed,學生為Y,1,1130,1132
朱熹,俞聞中,Directed,學生為Y,1,1130,1144
朱熹,唐曄,Directed,學生為Y,1,1130,1167
朱熹,范士衡,Directed,學生為Y,1,1130,
朱熹,孫枝,Directed,學生為Y,1,1130,1184
朱熹,時源,Directed,學生為Y,1,1130,1170
朱熹,許文蔚,Directed,學生為Y,1,1130,1160
朱熹,曹晉叔,Directed,學生為Y,1,1130,
朱熹,徐寓,Directed,學生為Y,1,1130,
朱熹,梁瑑,Directed,學生為Y,1,1130,
朱熹,張彥清,Directed,學生為Y,1,1130,1155
朱熹,張德運,Directed,學生為Y,1,1130,
朱熹,張顯父,Directed,學生為Y,1,1130,1157
朱熹,陳易,Directed,學生為Y,1,1130,1166
朱熹,陳埴,Directed,學生為Y,1,1130,1157
朱熹,陳駿,Directed,學生為Y,1,1130,1139
朱熹,陳邦衡,Directed,學生為Y,1,1130,
朱熹,陳齊冲,Directed,學生為Y,1,1130,
朱熹,馮洽,Directed,學生為Y,1,1130,
朱熹,馮椅,Directed,學生為Y,1,1130,1163
朱熹,馮允中,Directed,學生為Y,1,1130,
朱熹,游倪,Directed,學生為Y,1,1130,
朱熹,游儆,Directed,學生為Y,1,1130,
朱熹,曾逢震,Directed,學生為Y,1,1130,
朱熹,曾興宗,Directed,學生為Y,1,1130,1146
朱熹,黃卓,Directed,學生為Y,1,1130,
朱熹,黃寅,Directed,學生為Y,1,1130,
朱熹,黃士毅,Directed,學生為Y,1,1130,
朱熹,黃孝恭,Directed,學生為Y,1,1130,
朱熹,黃義勇,Directed,學生為Y,1,1130,
朱熹,黃義剛,Directed,學生為Y,1,1130,
朱熹,黃顯子,Directed,學生為Y,1,1130,
朱熹,賀善,Directed,學生為Y,1,1130,
朱熹,程珙,Directed,學生為Y,1,1130,
朱熹,程實之,Directed,學生為Y,1,1130,
朱熹,楊士(仕)訓,Directed,學生為Y,1,1130,1162
朱熹,楊友直,Directed,學生為Y,1,1130,
朱熹,楊道夫,Directed,學生為Y,1,1130,
朱熹,楊若海,Directed,學生為Y,1,1130,
朱熹,楊與立,Directed,學生為Y,1,1130,1186
朱熹,楊履正,Directed,學生為Y,1,1130,
朱熹,㬊淵,Directed,學生為Y,1,1130,
朱熹,萬人英,Directed,學生為Y,1,1130,
朱熹,葉寅,Directed,學生為Y,1,1130,
朱熹,葉武子,Directed,學生為Y,1,1130,1183
朱熹,詹介,Directed,學生為Y,1,1130,
朱熹,詹淳,Directed,學生為Y,1,1130,
朱熹,廖俁,Directed,學生為Y,1,1130,1139
朱熹,廖謙,Directed,學生為Y,1,1130,1157
朱熹,廖晉卿(字),Directed,學生為Y,1,1130,
朱熹,廖義剛,Directed,學生為Y,1,1130,
朱熹,趙希漢,Directed,學生為Y,1,1130,
朱熹,趙唐卿,Directed,學生為Y,1,1130,
朱熹,熊兆,Directed,學生為Y,1,1130,
朱熹,潘時舉,Directed,學生為Y,1,1130,
朱熹,鄭會,Directed,學生為Y,1,1130,1181
朱熹,鄭文遹,Directed,學生為Y,1,1130,1168
朱熹,歐陽謙之,Directed,學生為Y,1,1130,
朱熹,滕璘,Directed,學生為Y,1,1130,1150
朱熹,劉砥,Directed,學生為Y,1,1130,
朱熹,劉賁,Directed,學生為Y,1,1130,
朱熹,劉鏡,Directed,學生為Y,1,1130,
朱熹,劉礪,Directed,學生為Y,1,1130,
朱熹,劉子寰,Directed,學生為Y,1,1130,1187
朱熹,劉剛中,Directed,學生為Y,1,1130,1181
朱熹,嚴侶,Directed,學生為Y,1,1130,1271
朱熹,謝璡,Directed,學生為Y,1,1130,
朱熹,謝教,Directed,學生為Y,1,1130,
朱熹,許子春,Directed,學生為Y,1,1130,
朱熹,連某,Directed,學生為Y,1,1130,
朱熹,徐禹,Directed,學生為Y,1,1130,
朱熹,趙惟夫,Directed,學生為Y,1,1130,
朱熹,方士繇,Directed,弟子為Y,1,1130,1148
朱熹,游開,Directed,弟子為Y,1,1130,1121
朱熹,楊簡,Directed,弟子為Y,1,1130,1141
朱熹,程永奇,Directed,弟子為Y,1,1130,1151
朱熹,徐文卿,Directed,弟子為Y,1,1130,1181
朱熹,李方子,Directed,弟子為Y,1,1130,1184
朱熹,高禾,Directed,弟子為Y,1,1130,1151
朱熹,楊方,Directed,弟子為Y,1,1130,1133
朱熹,楊楫,Directed,弟子為Y,1,1130,1150
朱熹,胡泳,Directed,弟子為Y,1,1130,
朱熹,龔栗,Directed,弟子為Y,1,1130,
朱熹,襲蓋卿,Directed,弟子為Y,1,1130,
朱熹,江泰,Directed,弟子為Y,1,1130,
朱熹,朱沅,Directed,弟子為Y,1,1130,
朱熹,汪德輔,Directed,弟子為Y,1,1130,
朱熹,吳雄,Directed,弟子為Y,1,1130,
朱熹,吳恭之,Directed,弟子為Y,1,1130,
朱熹,吳稚,Directed,弟子為Y,1,1130,
朱熹,余隅,Directed,弟子為Y,1,1130,
朱熹,余範,Directed,弟子為Y,1,1130,
朱熹,余宋傑,Directed,弟子為Y,1,1130,
朱熹,周明作,Directed,弟子為Y,1,1130,1141
朱熹,家𢴍,Directed,弟子為Y,1,1130,
朱彥修,程本立,Directed,學生為Y,1,,1339
朱彥修,戴思恭,Directed,學生為Y,1,,1324
朱震,徐畸,Directed,門人為Y,1,1072,
朱震亨,王履,Directed,門人為Y,1,1281,
朱震亨,王履,Directed,學生為Y,1,1281,
朱震亨,趙良仁,Directed,學生為Y,1,1281,1291
朱震亨,戴思恭,Directed,學生為Y,1,1281,1324
諸葛千能,高公亮,Directed,學生為Y,1,1151,
諸葛希仁,王復,Directed,學生為Y,1,,1206
鄒斌,吳潛,Directed,學生為Y,1,1181,1187
鄒斌,吳淵,Directed,學生為Y,1,1181,1190
